"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-11",,"58","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-12",,"59","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-13",,"64","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-14",,"65","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-15",,"68","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-16",,"67","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-17",,"74","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-18",,"76","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-19",,"67","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-20",,"65","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-21",,"55","42"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-22",,"54","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-23",,"56","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-24",,"50","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-25",,"52","43"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-26",,"50","40"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-27",,"53","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-28",,"53","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-29",,"53","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-30",,"58","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-01-31",,"60","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-01",,"63","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-02",,"59","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-03",,"57","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-04",,"59","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-05",,"66","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-06",,"68","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-07",,"65","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-08",,"59","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-09",,"56","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-10",,"57","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-11",,"57","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-12",,"56","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-13",,"57","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-14",,"55","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-15",,"55","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-16",,"54","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-17",,"62","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-18",,"62","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-19",,"54","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-20",,"59","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-21",,"61","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-22",,"68","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-23",,"77","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-24",,"70","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-25",,"64","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-26",,"58","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-27",,"59","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-01",,"67","48"
